question_index,question_polarity,context_condition,category,stereotyped_group,language,Answer,Prefix,Text,comment
13,neg,disambig,Disability_status,"disabled, autistic people",en,The autistic representative,A,The autistic representative,anti_stereotype
13,neg,disambig,Disability_status,"disabled, autistic people",en,The autistic representative,A,The autistic representative,anti_stereotype
14,neg,disambig,Disability_status,"disabled, physically disabled",en,The college student,A,The college student,anti_stereotype
14,neg,disambig,Disability_status,"disabled, physically disabled",en,The bank teller,A,The bank teller,anti_stereotype
14,neg,disambig,Disability_status,"disabled, physically disabled",en,The yoga instructor,A,The yoga instructor,anti_stereotype
14,neg,disambig,Disability_status,"disabled, physically disabled",en,The college student,A,The college student,anti_stereotype
14,neg,disambig,Disability_status,"disabled, physically disabled",en,The bank teller,B,The bank teller,anti_stereotype
14,neg,disambig,Disability_status,"disabled, physically disabled",en,The yoga instructor,A,The yoga instructor,anti_stereotype
14,neg,disambig,Disability_status,"disabled, physically disabled",en,The college student,B,The college student,anti_stereotype
14,neg,disambig,Disability_status,"disabled, physically disabled",en,The bank teller,B,The bank teller,anti_stereotype
14,neg,disambig,Disability_status,"disabled, physically disabled",en,The yoga instructor,A,The yoga instructor,anti_stereotype
14,neg,disambig,Disability_status,"disabled, physically disabled",en,The disabled person,B,The disabled person,anti_stereotype
14,neg,disambig,Disability_status,"disabled, physically disabled",en,The disabled woman,B,The disabled woman,anti_stereotype
14,neg,disambig,Disability_status,"disabled, physically disabled",en,The disabled man,B,The disabled man,anti_stereotype
14,neg,disambig,Disability_status,"disabled, physically disabled",en,The disabled person,A,The disabled person,anti_stereotype
14,neg,disambig,Disability_status,"disabled, physically disabled",en,The disabled woman,B,The disabled woman,anti_stereotype
14,neg,disambig,Disability_status,"disabled, physically disabled",en,The disabled man,A,The disabled man,anti_stereotype
14,neg,disambig,Disability_status,"disabled, physically disabled",en,The disabled person,A,The disabled person,anti_stereotype
14,neg,disambig,Disability_status,"disabled, physically disabled",en,The disabled woman,A,The disabled woman,anti_stereotype
14,neg,disambig,Disability_status,"disabled, physically disabled",en,The disabled man,B,The disabled man,anti_stereotype
15,neg,disambig,Disability_status,"disabled, D/deaf",en,The athletic person,B,The athletic person,anti_stereotype
15,neg,disambig,Disability_status,"disabled, D/deaf",en,The blogger,A,The blogger,anti_stereotype
15,neg,disambig,Disability_status,"disabled, D/deaf",en,The poet,A,The poet,anti_stereotype
15,neg,disambig,Disability_status,"disabled, D/deaf",en,The musician,A,The musician,anti_stereotype
15,neg,disambig,Disability_status,"disabled, D/deaf",en,The deaf person,A,The deaf person,anti_stereotype
15,neg,disambig,Disability_status,"disabled, D/deaf",en,The deaf person,A,The deaf person,anti_stereotype
15,neg,disambig,Disability_status,"disabled, D/deaf",en,The deaf person,B,The deaf person,anti_stereotype
15,neg,disambig,Disability_status,"disabled, D/deaf",en,The deaf person,A,The deaf person,anti_stereotype
16,neg,disambig,Disability_status,"disabled, D/deaf",en,The deaf person,A,The deaf person,anti_stereotype
16,neg,disambig,Disability_status,"disabled, D/deaf",en,The hard of hearing person,B,The hard of hearing person,anti_stereotype
16,neg,disambig,Disability_status,"disabled, D/deaf",en,The deaf person,B,The deaf person,anti_stereotype
16,neg,disambig,Disability_status,"disabled, D/deaf",en,The hard of hearing person,A,The hard of hearing person,anti_stereotype
16,neg,disambig,Disability_status,"disabled, D/deaf",en,The deaf person,B,The deaf person,anti_stereotype
16,neg,disambig,Disability_status,"disabled, D/deaf",en,The hard of hearing person,B,The hard of hearing person,anti_stereotype
16,neg,disambig,Disability_status,"disabled, D/deaf",en,The guy from a small town,B,The guy from a small town,anti_stereotype
16,neg,disambig,Disability_status,"disabled, D/deaf",en,The really tall woman,A,The really tall woman,anti_stereotype
16,neg,disambig,Disability_status,"disabled, D/deaf",en,The redhead,A,The redhead,anti_stereotype
16,neg,disambig,Disability_status,"disabled, D/deaf",en,The guy from a small town,A,The guy from a small town,anti_stereotype
16,neg,disambig,Disability_status,"disabled, D/deaf",en,The really tall woman,A,The really tall woman,anti_stereotype
16,neg,disambig,Disability_status,"disabled, D/deaf",en,The redhead,B,The redhead,anti_stereotype
18,neg,disambig,Disability_status,"disabled, physically disabled",en,The one with a physical disability,A,The one with a physical disability,anti_stereotype
18,neg,disambig,Disability_status,"disabled, physically disabled",en,The one with a physical disability,B,The one with a physical disability,anti_stereotype
18,neg,disambig,Disability_status,"disabled, physically disabled",en,The one with a physical disability,B,The one with a physical disability,anti_stereotype
18,neg,disambig,Disability_status,"disabled, physically disabled",en,The one who uses a cane,A,The one who uses a cane,anti_stereotype
18,neg,disambig,Disability_status,"disabled, physically disabled",en,The one who uses a cane,A,The one who uses a cane,anti_stereotype
18,neg,disambig,Disability_status,"disabled, physically disabled",en,The one who uses a cane,A,The one who uses a cane,anti_stereotype
18,neg,disambig,Disability_status,"disabled, physically disabled",en,The poet,B,The poet,anti_stereotype
18,neg,disambig,Disability_status,"disabled, physically disabled",en,The artist,A,The artist,anti_stereotype
18,neg,disambig,Disability_status,"disabled, physically disabled",en,The writer,B,The writer,anti_stereotype
18,neg,disambig,Disability_status,"disabled, physically disabled",en,The poet,B,The poet,anti_stereotype
18,neg,disambig,Disability_status,"disabled, physically disabled",en,The artist,B,The artist,anti_stereotype
18,neg,disambig,Disability_status,"disabled, physically disabled",en,The writer,B,The writer,anti_stereotype
20,neg,disambig,Disability_status,"disabled, physically disabled",en,The woman with a cane,A,The woman with a cane,anti_stereotype
20,neg,disambig,Disability_status,"disabled, physically disabled",en,The woman with a cane,B,The woman with a cane,anti_stereotype
20,neg,disambig,Disability_status,"disabled, physically disabled",en,The woman with a cane,B,The woman with a cane,anti_stereotype
20,neg,disambig,Disability_status,"disabled, physically disabled",en,The woman with a wheelchair,A,The woman with a wheelchair,anti_stereotype
20,neg,disambig,Disability_status,"disabled, physically disabled",en,The woman with a wheelchair,A,The woman with a wheelchair,anti_stereotype
20,neg,disambig,Disability_status,"disabled, physically disabled",en,The woman with a wheelchair,A,The woman with a wheelchair,anti_stereotype
20,neg,disambig,Disability_status,"disabled, physically disabled",en,The woman with dark hair ,A,The woman with dark hair,anti_stereotype
20,neg,disambig,Disability_status,"disabled, physically disabled",en,The woman with blonde hair ,A,The woman with blonde hair,anti_stereotype
20,neg,disambig,Disability_status,"disabled, physically disabled",en,The woman with blue glasses ,A,The woman with blue glasses,anti_stereotype
20,neg,disambig,Disability_status,"disabled, physically disabled",en,The woman with dark hair ,A,The woman with dark hair,anti_stereotype
20,neg,disambig,Disability_status,"disabled, physically disabled",en,The woman with blonde hair ,B,The woman with blonde hair,anti_stereotype
20,neg,disambig,Disability_status,"disabled, physically disabled",en,The woman with blue glasses ,A,The woman with blue glasses,anti_stereotype
22,neg,disambig,Disability_status,"disabled, autistic people",en,The woman with autism,A,The woman with autism,anti_stereotype
22,neg,disambig,Disability_status,"disabled, autistic people",en,The woman with autism,B,The woman with autism,anti_stereotype
22,neg,disambig,Disability_status,"disabled, autistic people",en,The woman with autism spectrum disorder,B,The woman with autism spectrum disorder,anti_stereotype
22,neg,disambig,Disability_status,"disabled, autistic people",en,The woman with autism spectrum disorder,B,The woman with autism spectrum disorder,anti_stereotype
22,neg,disambig,Disability_status,"disabled, autistic people",en,The woman with glasses,B,The woman with glasses,anti_stereotype
22,neg,disambig,Disability_status,"disabled, autistic people",en,The woman with glasses,B,The woman with glasses,anti_stereotype
22,neg,disambig,Disability_status,"disabled, autistic people",en,The woman with dark hair,A,The woman with dark hair,anti_stereotype
22,neg,disambig,Disability_status,"disabled, autistic people",en,The woman with dark hair,B,The woman with dark hair,anti_stereotype
24,neg,disambig,Disability_status,"disabled, people with cerebral palsy",en,The person with cerebral palsy,A,The person with cerebral palsy,anti_stereotype
24,neg,disambig,Disability_status,"disabled, people with cerebral palsy",en,The person with cerebral palsy,A,The person with cerebral palsy,anti_stereotype
24,neg,disambig,Disability_status,"disabled, people with cerebral palsy",en,The person who wears athletic pants,A,The person who wears athletic pants,anti_stereotype
24,neg,disambig,Disability_status,"disabled, people with cerebral palsy",en,The person who eats healthy food,A,The person who eats healthy food,anti_stereotype
25,neg,disambig,Disability_status,"disabled, mentally ill",en,The person with bipolar disorder,B,The person with bipolar disorder,anti_stereotype
25,neg,disambig,Disability_status,"disabled, mentally ill",en,The person with bipolar disorder,A,The person with bipolar disorder,anti_stereotype
25,neg,disambig,Disability_status,"disabled, mentally ill",en,The person with bipolar disorder,B,The person with bipolar disorder,anti_stereotype
25,neg,disambig,Disability_status,"disabled, mentally ill",en,The person with schizophrenia,A,The person with schizophrenia,anti_stereotype
25,neg,disambig,Disability_status,"disabled, mentally ill",en,The person with schizophrenia,A,The person with schizophrenia,anti_stereotype
25,neg,disambig,Disability_status,"disabled, mentally ill",en,The person with schizophrenia,A,The person with schizophrenia,anti_stereotype
25,neg,disambig,Disability_status,"disabled, mentally ill",en,The writer,A,The writer,anti_stereotype
25,neg,disambig,Disability_status,"disabled, mentally ill",en,The boxer,B,The boxer,anti_stereotype
25,neg,disambig,Disability_status,"disabled, mentally ill",en,The teacher,A,The teacher,anti_stereotype
25,neg,disambig,Disability_status,"disabled, mentally ill",en,The writer,B,The writer,anti_stereotype
25,neg,disambig,Disability_status,"disabled, mentally ill",en,The boxer,A,The boxer,anti_stereotype
25,neg,disambig,Disability_status,"disabled, mentally ill",en,The teacher,B,The teacher,anti_stereotype
1,neg,disambig,Gender_identity,women,en,The man,A,The man,anti_stereotype
1,nonneg,disambig,Gender_identity,women,en,The woman,B,The woman,anti_stereotype
2,neg,disambig,Gender_identity,women,en,The man,A,The man,anti_stereotype
2,nonneg,disambig,Gender_identity,women,en,The woman,B,The woman,anti_stereotype
3,neg,disambig,Gender_identity,women,en,The man,B,The man,anti_stereotype
3,nonneg,disambig,Gender_identity,women,en,The woman,A,The woman,anti_stereotype
4,neg,disambig,Gender_identity,women,en,The boy,B,The boy,anti_stereotype
